iteration_no.	mse
236	0.027618127
237	0.027619636
238	0.027621162
239	0.027622707
240	0.02762427
241	0.027625852
242	0.027627451
243	0.027629069
244	0.027630705
245	0.027632359
246	0.027634032
247	0.027635723
248	0.027637433
249	0.027639161
250	0.027640908
251	0.027642673
252	0.027644456
253	0.027646258
254	0.027648079
255	0.027649918
256	0.027651775
257	0.027653651
258	0.027655545
259	0.027657458
260	0.02765939
261	0.02766134
262	0.027663308
263	0.027665295
264	0.0276673
265	0.027669323
266	0.027671365
267	0.027673425
268	0.027675504
269	0.0276776
270	0.027679715
271	0.027681848
272	0.027683999
273	0.027686168
274	0.027688355
275	0.02769056
276	0.027692783
277	0.027695024
278	0.027697282
279	0.027699558
280	0.027701852
281	0.027704163
282	0.027706491
283	0.027708837
284	0.0277112
285	0.02771358
286	0.027715977
287	0.027718391
288	0.027720822
289	0.02772327
290	0.027725734
291	0.027728215
292	0.027730711
293	0.027733225
294	0.027735754
295	0.027738299
296	0.02774086
297	0.027743437
298	0.027746029
299	0.027748637
300	0.02775126
301	0.027753898
302	0.027756551
303	0.027759218
304	0.027761901
305	0.027764598
306	0.027767309
307	0.027770034
308	0.027772773
309	0.027775526
310	0.027778293
311	0.027781073
312	0.027783866
313	0.027786672
314	0.027789491
315	0.027792323
316	0.027795167
317	0.027798024
318	0.027800892
319	0.027803772
320	0.027806664
321	0.027809568
322	0.027812483
323	0.027815408
324	0.027818345
325	0.027821292
326	0.027824249
327	0.027827217
328	0.027830194
329	0.027833182
330	0.027836178
331	0.027839184
332	0.027842199
333	0.027845223
334	0.027848256
335	0.027851296
336	0.027854345
337	0.027857402
338	0.027860466
339	0.027863538
340	0.027866617
341	0.027869703
342	0.027872795
343	0.027875894
344	0.027878999
345	0.027882111
346	0.027885227
347	0.02788835
348	0.027891478
349	0.02789461
350	0.027897748
351	0.02790089
352	0.027904036
353	0.027907186
354	0.02791034
355	0.027913498
356	0.027916659
357	0.027919823
358	0.02792299
359	0.027926159
360	0.027929331
361	0.027932505
362	0.027935681
363	0.027938859
364	0.027942038
365	0.027945218
366	0.0279484
367	0.027951582
368	0.027954764
369	0.027957947
370	0.027961129
371	0.027964312
372	0.027967494
373	0.027970676
374	0.027973856
375	0.027977036
376	0.027980214
377	0.027983391
378	0.027986566
379	0.027989739
380	0.02799291
381	0.027996078
382	0.027999244
383	0.028002407
384	0.028005568
385	0.028008725
386	0.028011878
387	0.028015028
388	0.028018174
389	0.028021316
390	0.028024454
391	0.028027587
392	0.028030716
393	0.02803384
394	0.028036959
395	0.028040073
396	0.028043181
397	0.028046285
398	0.028049382
399	0.028052473
400	0.028055559
401	0.028058638
402	0.028061711
403	0.028064777
404	0.028067836
405	0.028070889
406	0.028073935
407	0.028076973
408	0.028080004
409	0.028083027
410	0.028086043
411	0.028089051
412	0.028092051
413	0.028095043
414	0.028098026
415	0.028101002
416	0.028103968
417	0.028106926
418	0.028109876
419	0.028112816
420	0.028115747
421	0.028118669
422	0.028121582
423	0.028124485
424	0.028127379
425	0.028130263
426	0.028133137
427	0.028136001
428	0.028138856
429	0.0281417
430	0.028144534
431	0.028147358
432	0.028150171
433	0.028152974
434	0.028155766
435	0.028158547
436	0.028161318
437	0.028164078
438	0.028166826
439	0.028169564
440	0.02817229
441	0.028175006
442	0.02817771
443	0.028180402
444	0.028183083
445	0.028185753
446	0.02818841
447	0.028191057
448	0.028193691
449	0.028196314
450	0.028198924
451	0.028201523
452	0.02820411
453	0.028206685
454	0.028209248
455	0.028211798
456	0.028214336
457	0.028216862
458	0.028219376
459	0.028221877
460	0.028224366
461	0.028226843
462	0.028229307
463	0.028231758
464	0.028234197
465	0.028236623
466	0.028239037
467	0.028241438
468	0.028243826
469	0.028246202
470	0.028248565
471	0.028250915
472	0.028253252
473	0.028255576
474	0.028257888
475	0.028260187
476	0.028262472
477	0.028264745
478	0.028267005
479	0.028269253
480	0.028271487
481	0.028273708
482	0.028275916
483	0.028278112
484	0.028280294
485	0.028282464
486	0.02828462
487	0.028286763
488	0.028288894
489	0.028291012
490	0.028293116
491	0.028295208
492	0.028297286
493	0.028299352
494	0.028301405
495	0.028303445
496	0.028305472
497	0.028307486
498	0.028309487
499	0.028311475
500	0.02831345
501	0.028315412
502	0.028317362
503	0.028319299
504	0.028321223
505	0.028323134
506	0.028325032
507	0.028326918
508	0.028328791
509	0.028330651
510	0.028332498
511	0.028334333
512	0.028336156
513	0.028337965
514	0.028339762
515	0.028341547
516	0.028343319
517	0.028345078
518	0.028346825
519	0.02834856
520	0.028350282
521	0.028351992
522	0.02835369
523	0.028355375
524	0.028357048
525	0.028358709
526	0.028360358
527	0.028361994
528	0.028363619
529	0.028365231
530	0.028366832
531	0.02836842
532	0.028369997
533	0.028371561
534	0.028373114
535	0.028374655
536	0.028376184
537	0.028377701
538	0.028379207
539	0.028380701
540	0.028382184
541	0.028383655
542	0.028385115
543	0.028386563
544	0.028388
545	0.028389425
546	0.028390839
547	0.028392242
548	0.028393634
549	0.028395014
550	0.028396384
551	0.028397742
552	0.028399089
553	0.028400426
554	0.028401751
555	0.028403066
556	0.02840437
557	0.028405663
558	0.028406946
559	0.028408218
560	0.028409479
561	0.02841073
562	0.02841197
563	0.0284132
564	0.02841442
565	0.028415629
566	0.028416828
567	0.028418017
568	0.028419196
569	0.028420365
570	0.028421524
571	0.028422672
572	0.028423811
573	0.02842494
574	0.028426059
575	0.028427169
576	0.028428269
577	0.028429359
578	0.028430439
579	0.028431511
580	0.028432572
581	0.028433625
582	0.028434667
583	0.028435701
584	0.028436726
585	0.028437741
586	0.028438747
587	0.028439744
588	0.028440733
589	0.028441712
590	0.028442682
591	0.028443644
592	0.028444597
593	0.028445541
594	0.028446476
595	0.028447403
596	0.028448322
597	0.028449232
598	0.028450133
599	0.028451027
600	0.028451912
601	0.028452788
602	0.028453657
603	0.028454517
604	0.02845537
605	0.028456214
606	0.028457051
607	0.028457879
608	0.0284587
609	0.028459513
610	0.028460318
611	0.028461116
612	0.028461906
613	0.028462689
614	0.028463464
615	0.028464231
616	0.028464991
617	0.028465744
618	0.02846649
619	0.028467229
620	0.02846796
621	0.028468684
622	0.028469401
623	0.028470112
624	0.028470815
625	0.028471511
626	0.028472201
627	0.028472884
628	0.02847356
629	0.02847423
630	0.028474893
631	0.028475549
632	0.028476199
633	0.028476843
634	0.02847748
635	0.028478111
636	0.028478735
637	0.028479353
638	0.028479966
639	0.028480572
640	0.028481172
641	0.028481766
642	0.028482354
643	0.028482936
644	0.028483512
645	0.028484082
646	0.028484647
647	0.028485206
648	0.028485759
649	0.028486307
650	0.028486849
651	0.028487386
652	0.028487917
653	0.028488443
654	0.028488963
655	0.028489478
656	0.028489988
657	0.028490493
658	0.028490992
659	0.028491487
660	0.028491976
661	0.02849246
662	0.028492939
663	0.028493414
664	0.028493883
665	0.028494348
666	0.028494808
667	0.028495263
668	0.028495713
669	0.028496159
670	0.0284966
671	0.028497036
672	0.028497468
673	0.028497896
674	0.028498319
675	0.028498737
676	0.028499152
677	0.028499562
678	0.028499967
679	0.028500369
680	0.028500766
681	0.028501159
682	0.028501548
683	0.028501933
684	0.028502314
685	0.028502691
686	0.028503064
687	0.028503433
688	0.028503798
689	0.028504159
690	0.028504517
691	0.028504871
692	0.028505221
693	0.028505567
694	0.02850591
695	0.028506249
696	0.028506585
697	0.028506917
698	0.028507246
699	0.028507571
700	0.028507892
701	0.028508211
702	0.028508526
703	0.028508837
704	0.028509146
705	0.028509451
706	0.028509753
707	0.028510052
708	0.028510347
709	0.02851064
710	0.028510929
711	0.028511216
712	0.028511499
713	0.028511779
714	0.028512057
715	0.028512331
716	0.028512603
717	0.028512872
718	0.028513138
719	0.028513401
720	0.028513661
721	0.028513919
722	0.028514174
723	0.028514426
724	0.028514676
725	0.028514923
726	0.028515167
727	0.028515409
728	0.028515649
729	0.028515886
730	0.02851612
731	0.028516352
732	0.028516581
733	0.028516809
734	0.028517033
735	0.028517256
736	0.028517476
737	0.028517694
738	0.028517909
739	0.028518123
740	0.028518334
741	0.028518543
742	0.02851875
743	0.028518954
744	0.028519157
745	0.028519357
746	0.028519556
747	0.028519752
748	0.028519946
749	0.028520139
750	0.028520329
751	0.028520517
752	0.028520704
753	0.028520889
754	0.028521071
755	0.028521252
756	0.028521431
757	0.028521608
758	0.028521784
759	0.028521957
760	0.028522129
761	0.028522299
762	0.028522468
763	0.028522635
764	0.0285228
765	0.028522963
766	0.028523125
767	0.028523285
768	0.028523444
769	0.028523601
770	0.028523756
771	0.02852391
772	0.028524062
773	0.028524213
774	0.028524362
775	0.02852451
776	0.028524657
777	0.028524802
778	0.028524945
779	0.028525088
780	0.028525228
781	0.028525368
782	0.028525506
783	0.028525643
784	0.028525778
785	0.028525912
786	0.028526045
787	0.028526177
788	0.028526307
789	0.028526436
790	0.028526564
791	0.028526691
792	0.028526816
793	0.02852694
794	0.028527064
795	0.028527185
796	0.028527306
797	0.028527426
798	0.028527545
799	0.028527662
800	0.028527778
801	0.028527894
802	0.028528008
803	0.028528121
804	0.028528233
805	0.028528344
806	0.028528455
807	0.028528564
808	0.028528672
809	0.028528779
810	0.028528885
811	0.02852899
812	0.028529095
813	0.028529198
814	0.028529301
815	0.028529402
816	0.028529503
817	0.028529603
818	0.028529701
819	0.028529799
820	0.028529897
821	0.028529993
822	0.028530089
823	0.028530183
824	0.028530277
825	0.02853037
826	0.028530462
827	0.028530554
828	0.028530645
829	0.028530735
830	0.028530824
831	0.028530912
832	0.028531
833	0.028531087
834	0.028531173
835	0.028531259
836	0.028531344
837	0.028531428
838	0.028531511
839	0.028531594
840	0.028531676
841	0.028531758
842	0.028531839
843	0.028531919
844	0.028531998
845	0.028532077
846	0.028532156
847	0.028532233
848	0.02853231
849	0.028532387
850	0.028532463
851	0.028532538
852	0.028532613
853	0.028532687
854	0.02853276
855	0.028532833
856	0.028532906
857	0.028532977
858	0.028533049
859	0.02853312
860	0.02853319
861	0.02853326
862	0.028533329
863	0.028533398
864	0.028533466
865	0.028533534
866	0.028533601
867	0.028533668
868	0.028533734
869	0.0285338
870	0.028533865
871	0.02853393
872	0.028533994
873	0.028534058
874	0.028534122
875	0.028534185
876	0.028534247
877	0.028534309
878	0.028534371
879	0.028534432
880	0.028534493
881	0.028534554
882	0.028534614
883	0.028534673
884	0.028534732
885	0.028534791
886	0.02853485
887	0.028534908
888	0.028534965
889	0.028535023
890	0.02853508
891	0.028535136
892	0.028535192
893	0.028535248
894	0.028535303
895	0.028535358
896	0.028535413
897	0.028535468
898	0.028535522
899	0.028535575
900	0.028535628
901	0.028535681
902	0.028535734
903	0.028535786
904	0.028535838
905	0.02853589
906	0.028535941
907	0.028535992
908	0.028536043
909	0.028536093
910	0.028536143
911	0.028536193
912	0.028536243
913	0.028536292
914	0.028536341
915	0.028536389
916	0.028536438
917	0.028536486
918	0.028536533
919	0.028536581
920	0.028536628
921	0.028536675
922	0.028536721
923	0.028536768
924	0.028536814
925	0.028536859
926	0.028536905
927	0.02853695
928	0.028536995
929	0.02853704
930	0.028537084
931	0.028537128
932	0.028537172
933	0.028537216
934	0.028537259
935	0.028537303
936	0.028537345
937	0.028537388
938	0.028537431
939	0.028537473
940	0.028537515
941	0.028537557
942	0.028537598
943	0.028537639
944	0.02853768
945	0.028537721
946	0.028537762
947	0.028537802
948	0.028537842
949	0.028537882
950	0.028537922
951	0.028537961
952	0.028538
953	0.02853804
954	0.028538078
955	0.028538117
956	0.028538155
957	0.028538194
958	0.028538231
959	0.028538269
960	0.028538307
961	0.028538344
962	0.028538381
963	0.028538418
964	0.028538455
965	0.028538492
966	0.028538528
967	0.028538564
968	0.0285386
969	0.028538636
970	0.028538671
971	0.028538707
972	0.028538742
973	0.028538777
974	0.028538812
975	0.028538846
976	0.028538881
977	0.028538915
978	0.028538949
979	0.028538983
980	0.028539016
981	0.02853905
982	0.028539083
983	0.028539116
984	0.028539149
985	0.028539182
986	0.028539215
987	0.028539247
988	0.028539279
989	0.028539311
990	0.028539343
991	0.028539375
992	0.028539406
993	0.028539438
994	0.028539469
995	0.0285395
996	0.028539531
997	0.028539561
998	0.028539592
999	0.028539622
1000	0.028539652
1001	0.028539682
1002	0.028539712
1003	0.028539742
1004	0.028539771
1005	0.028539801
1006	0.02853983
1007	0.028539859
1008	0.028539888
1009	0.028539917
1010	0.028539945
1011	0.028539973
1012	0.028540002
1013	0.02854003
1014	0.028540058
1015	0.028540085
1016	0.028540113
1017	0.02854014
1018	0.028540167
1019	0.028540195
1020	0.028540221
1021	0.028540248
1022	0.028540275
1023	0.028540301
1024	0.028540328
1025	0.028540354
1026	0.02854038
1027	0.028540406
1028	0.028540431
1029	0.028540457
1030	0.028540482
1031	0.028540508
1032	0.028540533
1033	0.028540558
1034	0.028540582
1035	0.028540607
1036	0.028540631
1037	0.028540656
1038	0.02854068
1039	0.028540704
1040	0.028540728
1041	0.028540752
1042	0.028540775
1043	0.028540799
1044	0.028540822
1045	0.028540845
1046	0.028540868
1047	0.028540891
1048	0.028540914
1049	0.028540936
1050	0.028540959
1051	0.028540981
1052	0.028541003
1053	0.028541025
1054	0.028541047
1055	0.028541068
1056	0.02854109
1057	0.028541111
1058	0.028541133
1059	0.028541154
1060	0.028541175
1061	0.028541195
1062	0.028541216
1063	0.028541237
1064	0.028541257
1065	0.028541277
1066	0.028541297
1067	0.028541317
1068	0.028541337
1069	0.028541357
1070	0.028541376
1071	0.028541396
1072	0.028541415
1073	0.028541434
1074	0.028541453
1075	0.028541472
1076	0.028541491
1077	0.028541509
1078	0.028541528
1079	0.028541546
1080	0.028541564
1081	0.028541582
1082	0.0285416
1083	0.028541618
1084	0.028541635
1085	0.028541653
1086	0.02854167
1087	0.028541687
1088	0.028541704
1089	0.028541721
1090	0.028541738
1091	0.028541754
1092	0.028541771
1093	0.028541787
1094	0.028541803
1095	0.028541819
1096	0.028541835
1097	0.028541851
1098	0.028541867
1099	0.028541882
1100	0.028541897
1101	0.028541913
1102	0.028541928
1103	0.028541943
1104	0.028541957
1105	0.028541972
1106	0.028541987
1107	0.028542001
1108	0.028542015
1109	0.028542029
1110	0.028542043
1111	0.028542057
1112	0.028542071
1113	0.028542085
1114	0.028542098
1115	0.028542111
1116	0.028542124
1117	0.028542137
1118	0.02854215
1119	0.028542163
1120	0.028542176
1121	0.028542188
1122	0.028542201
1123	0.028542213
1124	0.028542225
1125	0.028542237
1126	0.028542249
1127	0.02854226
1128	0.028542272
1129	0.028542283
1130	0.028542295
1131	0.028542306
1132	0.028542317
1133	0.028542328
1134	0.028542338
1135	0.028542349
1136	0.028542359
1137	0.02854237
1138	0.02854238
1139	0.02854239
1140	0.0285424
1141	0.02854241
1142	0.028542419
1143	0.028542429
1144	0.028542438
1145	0.028542447
1146	0.028542457
1147	0.028542466
1148	0.028542474
1149	0.028542483
1150	0.028542492
1151	0.0285425
1152	0.028542509
1153	0.028542517
1154	0.028542525
1155	0.028542533
1156	0.02854254
1157	0.028542548
1158	0.028542556
1159	0.028542563
1160	0.02854257
1161	0.028542577
1162	0.028542584
1163	0.028542591
1164	0.028542598
1165	0.028542605
1166	0.028542611
1167	0.028542617
1168	0.028542624
1169	0.02854263
1170	0.028542636
1171	0.028542641
1172	0.028542647
1173	0.028542653
1174	0.028542658
1175	0.028542663
1176	0.028542668
1177	0.028542673
1178	0.028542678
1179	0.028542683
1180	0.028542688
1181	0.028542692
1182	0.028542696
1183	0.028542701
1184	0.028542705
1185	0.028542709
1186	0.028542712
1187	0.028542716
1188	0.02854272
1189	0.028542723
1190	0.028542726
1191	0.02854273
1192	0.028542733
1193	0.028542735
1194	0.028542738
1195	0.028542741
1196	0.028542743
1197	0.028542746
1198	0.028542748
1199	0.02854275
1200	0.028542752
1201	0.028542754
1202	0.028542756
1203	0.028542757
1204	0.028542759
1205	0.02854276
1206	0.028542761
1207	0.028542762
1208	0.028542763
1209	0.028542764
1210	0.028542765
1211	0.028542765
1212	0.028542766
1213	0.028542766
1214	0.028542766
1215	0.028542766
1216	0.028542766
1217	0.028542766
1218	0.028542765
1219	0.028542765
1220	0.028542764
1221	0.028542763
1222	0.028542762
1223	0.028542761
1224	0.02854276
1225	0.028542759
1226	0.028542758
1227	0.028542756
1228	0.028542754
1229	0.028542753
1230	0.028542751
1231	0.028542749
1232	0.028542746
1233	0.028542744
1234	0.028542742
1235	0.028542739
1236	0.028542736
1237	0.028542734
1238	0.028542731
1239	0.028542727
1240	0.028542724
1241	0.028542721
1242	0.028542717
1243	0.028542714
1244	0.02854271
1245	0.028542706
1246	0.028542702
1247	0.028542698
1248	0.028542694
1249	0.028542689
1250	0.028542685
1251	0.02854268
1252	0.028542676
1253	0.028542671
1254	0.028542666
1255	0.028542661
1256	0.028542655
1257	0.02854265
1258	0.028542644
1259	0.028542639
1260	0.028542633
1261	0.028542627
1262	0.028542621
1263	0.028542615
1264	0.028542608
1265	0.028542602
1266	0.028542595
1267	0.028542589
1268	0.028542582
1269	0.028542575
1270	0.028542568
1271	0.028542561
1272	0.028542554
1273	0.028542546
1274	0.028542539
1275	0.028542531
1276	0.028542523
1277	0.028542515
1278	0.028542507
1279	0.028542499
1280	0.02854249
1281	0.028542482
1282	0.028542473
1283	0.028542465
1284	0.028542456
1285	0.028542447
1286	0.028542438
1287	0.028542429
1288	0.028542419
1289	0.02854241
1290	0.0285424
1291	0.028542391
1292	0.028542381
1293	0.028542371
1294	0.028542361
1295	0.02854235
1296	0.02854234
1297	0.02854233
1298	0.028542319
1299	0.028542308
1300	0.028542298
1301	0.028542287
1302	0.028542275
1303	0.028542264
1304	0.028542253
1305	0.028542241
1306	0.02854223
1307	0.028542218
1308	0.028542206
1309	0.028542194
1310	0.028542182
1311	0.02854217
1312	0.028542158
1313	0.028542145
1314	0.028542133
1315	0.02854212
1316	0.028542107
1317	0.028542094
1318	0.028542081
1319	0.028542068
1320	0.028542055
1321	0.028542041
1322	0.028542028
1323	0.028542014
1324	0.028542
1325	0.028541986
1326	0.028541972
1327	0.028541958
1328	0.028541944
1329	0.028541929
1330	0.028541915
1331	0.0285419
1332	0.028541885
1333	0.02854187
1334	0.028541855
1335	0.02854184
1336	0.028541825
1337	0.028541809
1338	0.028541794
1339	0.028541778
1340	0.028541762
1341	0.028541746
1342	0.02854173
1343	0.028541714
1344	0.028541698
1345	0.028541682
1346	0.028541665
1347	0.028541648
1348	0.028541632
1349	0.028541615
1350	0.028541598
1351	0.028541581
1352	0.028541563
1353	0.028541546
1354	0.028541529
1355	0.028541511
1356	0.028541493
1357	0.028541475
1358	0.028541457
1359	0.028541439
1360	0.028541421
1361	0.028541403
1362	0.028541384
1363	0.028541366
1364	0.028541347
1365	0.028541328
1366	0.028541309
1367	0.02854129
1368	0.028541271
1369	0.028541252
1370	0.028541232
1371	0.028541213
1372	0.028541193
1373	0.028541174
1374	0.028541154
1375	0.028541134
1376	0.028541114
1377	0.028541093
1378	0.028541073
1379	0.028541052
1380	0.028541032
1381	0.028541011
1382	0.02854099
1383	0.028540969
1384	0.028540948
1385	0.028540927
1386	0.028540906
1387	0.028540884
1388	0.028540863
1389	0.028540841
1390	0.028540819
1391	0.028540797
1392	0.028540775
1393	0.028540753
1394	0.028540731
1395	0.028540709
1396	0.028540686
1397	0.028540664
1398	0.028540641
1399	0.028540618
1400	0.028540595
1401	0.028540572
1402	0.028540549
1403	0.028540526
1404	0.028540502
1405	0.028540479
1406	0.028540455
1407	0.028540431
1408	0.028540407
1409	0.028540383
1410	0.028540359
1411	0.028540335
1412	0.028540311
1413	0.028540286
1414	0.028540262
1415	0.028540237
1416	0.028540212
1417	0.028540187
1418	0.028540162
1419	0.028540137
1420	0.028540112
1421	0.028540086
1422	0.028540061
1423	0.028540035
1424	0.028540009
1425	0.028539983
1426	0.028539958
1427	0.028539931
1428	0.028539905
1429	0.028539879
1430	0.028539853
1431	0.028539826
1432	0.028539799
1433	0.028539773
1434	0.028539746
1435	0.028539719
1436	0.028539692
1437	0.028539664
1438	0.028539637
1439	0.02853961
1440	0.028539582
1441	0.028539554
1442	0.028539527
1443	0.028539499
1444	0.028539471
1445	0.028539443
1446	0.028539414
1447	0.028539386
1448	0.028539357
1449	0.028539329
1450	0.0285393
1451	0.028539271
1452	0.028539243
1453	0.028539213
1454	0.028539184
1455	0.028539155
1456	0.028539126
1457	0.028539096
1458	0.028539067
1459	0.028539037
1460	0.028539007
1461	0.028538977
1462	0.028538947
1463	0.028538917
1464	0.028538887
1465	0.028538857
1466	0.028538826
1467	0.028538795
1468	0.028538765
1469	0.028538734
1470	0.028538703
1471	0.028538672
1472	0.028538641
1473	0.02853861
1474	0.028538578
1475	0.028538547
1476	0.028538515
1477	0.028538484
1478	0.028538452
1479	0.02853842
1480	0.028538388
1481	0.028538356
1482	0.028538324
1483	0.028538291
1484	0.028538259
1485	0.028538226
1486	0.028538194
1487	0.028538161
1488	0.028538128
1489	0.028538095
1490	0.028538062
1491	0.028538029
1492	0.028537995
1493	0.028537962
1494	0.028537928
1495	0.028537895
1496	0.028537861
1497	0.028537827
1498	0.028537793
1499	0.028537759
1500	0.028537725
1501	0.028537691
1502	0.028537656
1503	0.028537622
1504	0.028537587
1505	0.028537552
1506	0.028537518
1507	0.028537483
1508	0.028537448
1509	0.028537412
1510	0.028537377
1511	0.028537342
1512	0.028537306
1513	0.028537271
1514	0.028537235
1515	0.028537199
1516	0.028537164
1517	0.028537128
1518	0.028537091
1519	0.028537055
1520	0.028537019
1521	0.028536983
1522	0.028536946
1523	0.028536909
1524	0.028536873
1525	0.028536836
1526	0.028536799
1527	0.028536762
1528	0.028536725
1529	0.028536688
1530	0.02853665
1531	0.028536613
1532	0.028536575
1533	0.028536538
1534	0.0285365
1535	0.028536462
1536	0.028536424
1537	0.028536386
1538	0.028536348
1539	0.028536309
1540	0.028536271
1541	0.028536233
1542	0.028536194
1543	0.028536155
1544	0.028536117
1545	0.028536078
1546	0.028536039
1547	0.028536
1548	0.02853596
1549	0.028535921
1550	0.028535882
1551	0.028535842
1552	0.028535803
1553	0.028535763
1554	0.028535723
1555	0.028535683
1556	0.028535643
1557	0.028535603
1558	0.028535563
1559	0.028535522
1560	0.028535482
1561	0.028535441
1562	0.028535401
1563	0.02853536
1564	0.028535319
1565	0.028535278
1566	0.028535237
1567	0.028535196
1568	0.028535155
1569	0.028535114
1570	0.028535072
1571	0.028535031
1572	0.028534989
1573	0.028534947
1574	0.028534906
1575	0.028534864
1576	0.028534822
1577	0.02853478
1578	0.028534737
1579	0.028534695
1580	0.028534653
1581	0.02853461
1582	0.028534567
1583	0.028534525
1584	0.028534482
1585	0.028534439
1586	0.028534396
1587	0.028534353
1588	0.02853431
1589	0.028534266
1590	0.028534223
1591	0.02853418
1592	0.028534136
1593	0.028534092
1594	0.028534048
1595	0.028534005
1596	0.028533961
1597	0.028533916
1598	0.028533872
1599	0.028533828
1600	0.028533784
1601	0.028533739
1602	0.028533695
1603	0.02853365
1604	0.028533605
1605	0.02853356
1606	0.028533515
1607	0.02853347
1608	0.028533425
1609	0.02853338
1610	0.028533335
1611	0.028533289
1612	0.028533244
1613	0.028533198
1614	0.028533152
1615	0.028533107
1616	0.028533061
1617	0.028533015
1618	0.028532969
1619	0.028532922
1620	0.028532876
1621	0.02853283
1622	0.028532783
1623	0.028532737
1624	0.02853269
1625	0.028532643
1626	0.028532597
1627	0.02853255
1628	0.028532503
1629	0.028532455
1630	0.028532408
1631	0.028532361
1632	0.028532314
1633	0.028532266
1634	0.028532218
1635	0.028532171
1636	0.028532123
1637	0.028532075
1638	0.028532027
1639	0.028531979
1640	0.028531931
1641	0.028531883
1642	0.028531834
1643	0.028531786
1644	0.028531738
1645	0.028531689
1646	0.02853164
1647	0.028531591
1648	0.028531543
1649	0.028531494
1650	0.028531445
1651	0.028531395
1652	0.028531346
1653	0.028531297
1654	0.028531247
1655	0.028531198
1656	0.028531148
1657	0.028531099
1658	0.028531049
1659	0.028530999
1660	0.028530949
1661	0.028530899
1662	0.028530849
1663	0.028530799
1664	0.028530748
