iteration_no.	mse
10276	0.028135678
10277	0.028135677
10278	0.028135675
10279	0.028135674
10280	0.028135673
10281	0.028135671
10282	0.02813567
10283	0.028135668
10284	0.028135667
10285	0.028135666
10286	0.028135664
10287	0.028135663
10288	0.028135662
10289	0.02813566
10290	0.028135659
10291	0.028135658
10292	0.028135656
10293	0.028135655
10294	0.028135653
10295	0.028135652
10296	0.028135651
10297	0.028135649
10298	0.028135648
10299	0.028135647
10300	0.028135645
10301	0.028135644
10302	0.028135642
10303	0.028135641
10304	0.02813564
10305	0.028135638
10306	0.028135637
10307	0.028135636
10308	0.028135634
10309	0.028135633
10310	0.028135632
10311	0.02813563
10312	0.028135629
10313	0.028135627
10314	0.028135626
10315	0.028135625
10316	0.028135623
10317	0.028135622
10318	0.028135621
10319	0.028135619
10320	0.028135618
10321	0.028135617
10322	0.028135615
10323	0.028135614
10324	0.028135612
10325	0.028135611
10326	0.02813561
10327	0.028135608
10328	0.028135607
10329	0.028135606
10330	0.028135604
10331	0.028135603
10332	0.028135601
10333	0.0281356
10334	0.028135599
10335	0.028135597
10336	0.028135596
10337	0.028135595
10338	0.028135593
10339	0.028135592
10340	0.02813559
10341	0.028135589
10342	0.028135588
10343	0.028135586
10344	0.028135585
10345	0.028135584
10346	0.028135582
10347	0.028135581
10348	0.02813558
10349	0.028135578
10350	0.028135577
10351	0.028135575
10352	0.028135574
10353	0.028135573
10354	0.028135571
10355	0.02813557
10356	0.028135569
10357	0.028135567
10358	0.028135566
10359	0.028135564
10360	0.028135563
10361	0.028135562
10362	0.02813556
10363	0.028135559
10364	0.028135558
10365	0.028135556
10366	0.028135555
10367	0.028135553
10368	0.028135552
10369	0.028135551
10370	0.028135549
10371	0.028135548
10372	0.028135547
10373	0.028135545
10374	0.028135544
10375	0.028135542
10376	0.028135541
10377	0.02813554
10378	0.028135538
10379	0.028135537
10380	0.028135536
10381	0.028135534
10382	0.028135533
10383	0.028135531
10384	0.02813553
10385	0.028135529
10386	0.028135527
10387	0.028135526
10388	0.028135525
10389	0.028135523
10390	0.028135522
10391	0.028135521
10392	0.028135519
10393	0.028135518
10394	0.028135516
10395	0.028135515
10396	0.028135514
10397	0.028135512
10398	0.028135511
10399	0.028135509
10400	0.028135508
10401	0.028135507
10402	0.028135505
10403	0.028135504
10404	0.028135503
10405	0.028135501
10406	0.0281355
10407	0.028135498
10408	0.028135497
10409	0.028135496
10410	0.028135494
10411	0.028135493
10412	0.028135492
10413	0.02813549
10414	0.028135489
10415	0.028135487
10416	0.028135486
10417	0.028135485
10418	0.028135483
10419	0.028135482
10420	0.028135481
10421	0.028135479
10422	0.028135478
10423	0.028135476
10424	0.028135475
10425	0.028135474
10426	0.028135472
10427	0.028135471
10428	0.02813547
10429	0.028135468
10430	0.028135467
10431	0.028135465
10432	0.028135464
10433	0.028135463
10434	0.028135461
10435	0.02813546
10436	0.028135459
10437	0.028135457
10438	0.028135456
10439	0.028135454
10440	0.028135453
10441	0.028135452
10442	0.02813545
10443	0.028135449
10444	0.028135447
10445	0.028135446
10446	0.028135445
10447	0.028135443
10448	0.028135442
10449	0.028135441
10450	0.028135439
10451	0.028135438
10452	0.028135436
10453	0.028135435
10454	0.028135434
10455	0.028135432
10456	0.028135431
10457	0.02813543
10458	0.028135428
10459	0.028135427
10460	0.028135425
10461	0.028135424
10462	0.028135423
10463	0.028135421
10464	0.02813542
10465	0.028135418
10466	0.028135417
10467	0.028135416
10468	0.028135414
10469	0.028135413
10470	0.028135412
10471	0.02813541
10472	0.028135409
10473	0.028135407
10474	0.028135406
10475	0.028135405
10476	0.028135403
10477	0.028135402
10478	0.0281354
10479	0.028135399
10480	0.028135398
10481	0.028135396
10482	0.028135395
10483	0.028135394
10484	0.028135392
10485	0.028135391
10486	0.028135389
10487	0.028135388
10488	0.028135387
10489	0.028135385
10490	0.028135384
10491	0.028135382
10492	0.028135381
10493	0.02813538
10494	0.028135378
10495	0.028135377
10496	0.028135376
10497	0.028135374
10498	0.028135373
10499	0.028135371
10500	0.02813537
10501	0.028135369
10502	0.028135367
10503	0.028135366
10504	0.028135364
10505	0.028135363
10506	0.028135362
10507	0.02813536
10508	0.028135359
10509	0.028135358
10510	0.028135356
10511	0.028135355
10512	0.028135353
10513	0.028135352
10514	0.028135351
10515	0.028135349
10516	0.028135348
10517	0.028135346
10518	0.028135345
10519	0.028135344
10520	0.028135342
10521	0.028135341
10522	0.028135339
10523	0.028135338
10524	0.028135337
10525	0.028135335
10526	0.028135334
10527	0.028135333
10528	0.028135331
10529	0.02813533
10530	0.028135328
10531	0.028135327
10532	0.028135326
10533	0.028135324
10534	0.028135323
10535	0.028135321
10536	0.02813532
10537	0.028135319
10538	0.028135317
10539	0.028135316
10540	0.028135314
10541	0.028135313
10542	0.028135312
10543	0.02813531
10544	0.028135309
10545	0.028135308
10546	0.028135306
10547	0.028135305
10548	0.028135303
10549	0.028135302
10550	0.028135301
10551	0.028135299
10552	0.028135298
10553	0.028135296
10554	0.028135295
10555	0.028135294
10556	0.028135292
10557	0.028135291
10558	0.028135289
10559	0.028135288
10560	0.028135287
10561	0.028135285
10562	0.028135284
10563	0.028135282
10564	0.028135281
10565	0.02813528
10566	0.028135278
10567	0.028135277
10568	0.028135275
10569	0.028135274
10570	0.028135273
10571	0.028135271
10572	0.02813527
10573	0.028135269
10574	0.028135267
10575	0.028135266
10576	0.028135264
10577	0.028135263
10578	0.028135262
10579	0.02813526
10580	0.028135259
10581	0.028135257
10582	0.028135256
10583	0.028135255
10584	0.028135253
10585	0.028135252
10586	0.02813525
10587	0.028135249
10588	0.028135248
10589	0.028135246
10590	0.028135245
10591	0.028135243
10592	0.028135242
10593	0.028135241
10594	0.028135239
10595	0.028135238
10596	0.028135236
10597	0.028135235
10598	0.028135234
10599	0.028135232
10600	0.028135231
10601	0.028135229
10602	0.028135228
10603	0.028135227
10604	0.028135225
10605	0.028135224
10606	0.028135222
10607	0.028135221
10608	0.02813522
10609	0.028135218
10610	0.028135217
10611	0.028135215
10612	0.028135214
10613	0.028135213
10614	0.028135211
10615	0.02813521
10616	0.028135208
10617	0.028135207
10618	0.028135206
10619	0.028135204
10620	0.028135203
10621	0.028135201
10622	0.0281352
10623	0.028135199
10624	0.028135197
10625	0.028135196
10626	0.028135194
10627	0.028135193
10628	0.028135192
10629	0.02813519
10630	0.028135189
10631	0.028135187
10632	0.028135186
10633	0.028135185
10634	0.028135183
10635	0.028135182
10636	0.02813518
10637	0.028135179
10638	0.028135178
10639	0.028135176
10640	0.028135175
10641	0.028135173
10642	0.028135172
10643	0.028135171
10644	0.028135169
10645	0.028135168
10646	0.028135166
10647	0.028135165
10648	0.028135164
10649	0.028135162
10650	0.028135161
10651	0.028135159
10652	0.028135158
10653	0.028135157
10654	0.028135155
10655	0.028135154
10656	0.028135152
10657	0.028135151
10658	0.02813515
10659	0.028135148
10660	0.028135147
10661	0.028135145
10662	0.028135144
10663	0.028135143
10664	0.028135141
10665	0.02813514
10666	0.028135138
10667	0.028135137
10668	0.028135135
10669	0.028135134
10670	0.028135133
10671	0.028135131
10672	0.02813513
10673	0.028135128
10674	0.028135127
10675	0.028135126
10676	0.028135124
10677	0.028135123
10678	0.028135121
10679	0.02813512
10680	0.028135119
10681	0.028135117
10682	0.028135116
10683	0.028135114
10684	0.028135113
10685	0.028135112
10686	0.02813511
10687	0.028135109
10688	0.028135107
10689	0.028135106
10690	0.028135105
10691	0.028135103
10692	0.028135102
10693	0.0281351
10694	0.028135099
10695	0.028135097
10696	0.028135096
10697	0.028135095
10698	0.028135093
10699	0.028135092
10700	0.02813509
10701	0.028135089
10702	0.028135088
10703	0.028135086
10704	0.028135085
10705	0.028135083
10706	0.028135082
10707	0.028135081
10708	0.028135079
10709	0.028135078
10710	0.028135076
10711	0.028135075
10712	0.028135073
10713	0.028135072
10714	0.028135071
10715	0.028135069
10716	0.028135068
10717	0.028135066
10718	0.028135065
10719	0.028135064
10720	0.028135062
10721	0.028135061
10722	0.028135059
10723	0.028135058
10724	0.028135057
10725	0.028135055
10726	0.028135054
10727	0.028135052
10728	0.028135051
10729	0.028135049
10730	0.028135048
10731	0.028135047
10732	0.028135045
10733	0.028135044
10734	0.028135042
10735	0.028135041
10736	0.02813504
10737	0.028135038
10738	0.028135037
10739	0.028135035
10740	0.028135034
10741	0.028135033
10742	0.028135031
10743	0.02813503
10744	0.028135028
10745	0.028135027
10746	0.028135025
10747	0.028135024
10748	0.028135023
10749	0.028135021
10750	0.02813502
10751	0.028135018
10752	0.028135017
10753	0.028135016
10754	0.028135014
10755	0.028135013
10756	0.028135011
10757	0.02813501
10758	0.028135008
10759	0.028135007
10760	0.028135006
10761	0.028135004
10762	0.028135003
10763	0.028135001
10764	0.028135
10765	0.028134998
10766	0.028134997
10767	0.028134996
10768	0.028134994
10769	0.028134993
10770	0.028134991
10771	0.02813499
10772	0.028134989
10773	0.028134987
10774	0.028134986
10775	0.028134984
10776	0.028134983
10777	0.028134981
10778	0.02813498
10779	0.028134979
10780	0.028134977
10781	0.028134976
10782	0.028134974
10783	0.028134973
10784	0.028134972
10785	0.02813497
10786	0.028134969
10787	0.028134967
10788	0.028134966
10789	0.028134964
10790	0.028134963
10791	0.028134962
10792	0.02813496
10793	0.028134959
10794	0.028134957
10795	0.028134956
10796	0.028134954
10797	0.028134953
10798	0.028134952
10799	0.02813495
10800	0.028134949
10801	0.028134947
10802	0.028134946
10803	0.028134945
10804	0.028134943
10805	0.028134942
10806	0.02813494
10807	0.028134939
10808	0.028134937
10809	0.028134936
10810	0.028134935
10811	0.028134933
10812	0.028134932
10813	0.02813493
10814	0.028134929
10815	0.028134927
10816	0.028134926
10817	0.028134925
10818	0.028134923
10819	0.028134922
10820	0.02813492
10821	0.028134919
10822	0.028134917
10823	0.028134916
10824	0.028134915
10825	0.028134913
10826	0.028134912
10827	0.02813491
10828	0.028134909
10829	0.028134907
10830	0.028134906
10831	0.028134905
10832	0.028134903
10833	0.028134902
10834	0.0281349
10835	0.028134899
10836	0.028134897
10837	0.028134896
10838	0.028134895
10839	0.028134893
10840	0.028134892
10841	0.02813489
10842	0.028134889
10843	0.028134887
10844	0.028134886
10845	0.028134885
10846	0.028134883
10847	0.028134882
10848	0.02813488
10849	0.028134879
10850	0.028134877
10851	0.028134876
10852	0.028134875
10853	0.028134873
10854	0.028134872
10855	0.02813487
10856	0.028134869
10857	0.028134867
10858	0.028134866
10859	0.028134865
10860	0.028134863
10861	0.028134862
10862	0.02813486
10863	0.028134859
10864	0.028134857
10865	0.028134856
10866	0.028134855
10867	0.028134853
10868	0.028134852
10869	0.02813485
10870	0.028134849
10871	0.028134847
10872	0.028134846
10873	0.028134845
10874	0.028134843
10875	0.028134842
10876	0.02813484
10877	0.028134839
10878	0.028134837
10879	0.028134836
10880	0.028134835
10881	0.028134833
10882	0.028134832
10883	0.02813483
10884	0.028134829
10885	0.028134827
10886	0.028134826
10887	0.028134824
10888	0.028134823
10889	0.028134822
10890	0.02813482
10891	0.028134819
10892	0.028134817
10893	0.028134816
10894	0.028134814
10895	0.028134813
10896	0.028134812
10897	0.02813481
10898	0.028134809
10899	0.028134807
10900	0.028134806
10901	0.028134804
10902	0.028134803
10903	0.028134802
10904	0.0281348
10905	0.028134799
10906	0.028134797
10907	0.028134796
10908	0.028134794
10909	0.028134793
10910	0.028134791
10911	0.02813479
10912	0.028134789
10913	0.028134787
10914	0.028134786
10915	0.028134784
10916	0.028134783
10917	0.028134781
10918	0.02813478
10919	0.028134779
10920	0.028134777
10921	0.028134776
10922	0.028134774
10923	0.028134773
10924	0.028134771
10925	0.02813477
10926	0.028134768
10927	0.028134767
10928	0.028134766
10929	0.028134764
10930	0.028134763
10931	0.028134761
10932	0.02813476
10933	0.028134758
10934	0.028134757
10935	0.028134755
10936	0.028134754
10937	0.028134753
10938	0.028134751
10939	0.02813475
10940	0.028134748
10941	0.028134747
10942	0.028134745
10943	0.028134744
10944	0.028134742
10945	0.028134741
10946	0.02813474
10947	0.028134738
10948	0.028134737
10949	0.028134735
10950	0.028134734
10951	0.028134732
10952	0.028134731
10953	0.02813473
10954	0.028134728
10955	0.028134727
10956	0.028134725
10957	0.028134724
10958	0.028134722
10959	0.028134721
10960	0.028134719
10961	0.028134718
10962	0.028134717
10963	0.028134715
10964	0.028134714
10965	0.028134712
10966	0.028134711
10967	0.028134709
10968	0.028134708
10969	0.028134706
10970	0.028134705
10971	0.028134703
10972	0.028134702
10973	0.028134701
10974	0.028134699
10975	0.028134698
10976	0.028134696
10977	0.028134695
10978	0.028134693
10979	0.028134692
10980	0.02813469
10981	0.028134689
10982	0.028134688
10983	0.028134686
10984	0.028134685
10985	0.028134683
10986	0.028134682
10987	0.02813468
10988	0.028134679
10989	0.028134677
10990	0.028134676
10991	0.028134675
10992	0.028134673
10993	0.028134672
10994	0.02813467
10995	0.028134669
10996	0.028134667
10997	0.028134666
10998	0.028134664
10999	0.028134663
11000	0.028134661
11001	0.02813466
11002	0.028134659
11003	0.028134657
11004	0.028134656
11005	0.028134654
11006	0.028134653
11007	0.028134651
11008	0.02813465
11009	0.028134648
11010	0.028134647
11011	0.028134646
11012	0.028134644
11013	0.028134643
11014	0.028134641
11015	0.02813464
11016	0.028134638
11017	0.028134637
11018	0.028134635
11019	0.028134634
11020	0.028134632
11021	0.028134631
11022	0.02813463
11023	0.028134628
11024	0.028134627
11025	0.028134625
11026	0.028134624
11027	0.028134622
11028	0.028134621
11029	0.028134619
11030	0.028134618
11031	0.028134616
11032	0.028134615
11033	0.028134614
11034	0.028134612
11035	0.028134611
11036	0.028134609
11037	0.028134608
11038	0.028134606
11039	0.028134605
11040	0.028134603
11041	0.028134602
11042	0.0281346
11043	0.028134599
11044	0.028134598
11045	0.028134596
11046	0.028134595
11047	0.028134593
11048	0.028134592
11049	0.02813459
11050	0.028134589
11051	0.028134587
11052	0.028134586
11053	0.028134584
11054	0.028134583
11055	0.028134582
11056	0.02813458
11057	0.028134579
11058	0.028134577
11059	0.028134576
11060	0.028134574
11061	0.028134573
11062	0.028134571
11063	0.02813457
11064	0.028134568
11065	0.028134567
11066	0.028134565
11067	0.028134564
11068	0.028134563
11069	0.028134561
11070	0.02813456
11071	0.028134558
11072	0.028134557
11073	0.028134555
11074	0.028134554
11075	0.028134552
11076	0.028134551
11077	0.028134549
11078	0.028134548
11079	0.028134546
11080	0.028134545
11081	0.028134544
11082	0.028134542
11083	0.028134541
11084	0.028134539
11085	0.028134538
11086	0.028134536
11087	0.028134535
11088	0.028134533
11089	0.028134532
11090	0.02813453
11091	0.028134529
11092	0.028134527
11093	0.028134526
11094	0.028134525
11095	0.028134523
11096	0.028134522
11097	0.02813452
11098	0.028134519
11099	0.028134517
11100	0.028134516
11101	0.028134514
11102	0.028134513
11103	0.028134511
11104	0.02813451
11105	0.028134508
11106	0.028134507
11107	0.028134505
11108	0.028134504
11109	0.028134503
11110	0.028134501
11111	0.0281345
11112	0.028134498
11113	0.028134497
11114	0.028134495
11115	0.028134494
11116	0.028134492
11117	0.028134491
11118	0.028134489
11119	0.028134488
11120	0.028134486
11121	0.028134485
11122	0.028134483
11123	0.028134482
11124	0.028134481
11125	0.028134479
11126	0.028134478
11127	0.028134476
11128	0.028134475
11129	0.028134473
11130	0.028134472
11131	0.02813447
11132	0.028134469
11133	0.028134467
11134	0.028134466
11135	0.028134464
11136	0.028134463
11137	0.028134461
11138	0.02813446
11139	0.028134459
11140	0.028134457
11141	0.028134456
11142	0.028134454
11143	0.028134453
11144	0.028134451
11145	0.02813445
11146	0.028134448
11147	0.028134447
11148	0.028134445
11149	0.028134444
11150	0.028134442
11151	0.028134441
11152	0.028134439
11153	0.028134438
11154	0.028134436
11155	0.028134435
11156	0.028134433
11157	0.028134432
11158	0.028134431
11159	0.028134429
11160	0.028134428
11161	0.028134426
11162	0.028134425
11163	0.028134423
11164	0.028134422
11165	0.02813442
11166	0.028134419
11167	0.028134417
11168	0.028134416
11169	0.028134414
11170	0.028134413
11171	0.028134411
11172	0.02813441
11173	0.028134408
11174	0.028134407
11175	0.028134405
11176	0.028134404
11177	0.028134403
11178	0.028134401
11179	0.0281344
11180	0.028134398
11181	0.028134397
11182	0.028134395
11183	0.028134394
11184	0.028134392
11185	0.028134391
11186	0.028134389
11187	0.028134388
11188	0.028134386
11189	0.028134385
11190	0.028134383
11191	0.028134382
11192	0.02813438
11193	0.028134379
11194	0.028134377
11195	0.028134376
11196	0.028134374
11197	0.028134373
11198	0.028134371
11199	0.02813437
11200	0.028134369
11201	0.028134367
11202	0.028134366
11203	0.028134364
11204	0.028134363
11205	0.028134361
11206	0.02813436
11207	0.028134358
11208	0.028134357
11209	0.028134355
11210	0.028134354
11211	0.028134352
11212	0.028134351
11213	0.028134349
11214	0.028134348
11215	0.028134346
11216	0.028134345
11217	0.028134343
11218	0.028134342
11219	0.02813434
11220	0.028134339
11221	0.028134337
11222	0.028134336
11223	0.028134334
11224	0.028134333
11225	0.028134331
11226	0.02813433
11227	0.028134329
11228	0.028134327
11229	0.028134326
11230	0.028134324
11231	0.028134323
11232	0.028134321
11233	0.02813432
11234	0.028134318
11235	0.028134317
11236	0.028134315
11237	0.028134314
11238	0.028134312
11239	0.028134311
11240	0.028134309
11241	0.028134308
11242	0.028134306
11243	0.028134305
11244	0.028134303
11245	0.028134302
11246	0.0281343
11247	0.028134299
11248	0.028134297
11249	0.028134296
11250	0.028134294
11251	0.028134293
11252	0.028134291
11253	0.02813429
11254	0.028134288
11255	0.028134287
11256	0.028134285
11257	0.028134284
11258	0.028134282
11259	0.028134281
11260	0.028134279
11261	0.028134278
11262	0.028134277
11263	0.028134275
11264	0.028134274
11265	0.028134272
11266	0.028134271
11267	0.028134269
11268	0.028134268
11269	0.028134266
11270	0.028134265
11271	0.028134263
11272	0.028134262
11273	0.02813426
11274	0.028134259
11275	0.028134257
11276	0.028134256
11277	0.028134254
11278	0.028134253
11279	0.028134251
11280	0.02813425
11281	0.028134248
11282	0.028134247
11283	0.028134245
11284	0.028134244
11285	0.028134242
11286	0.028134241
11287	0.028134239
11288	0.028134238
11289	0.028134236
11290	0.028134235
11291	0.028134233
11292	0.028134232
11293	0.02813423
11294	0.028134229
11295	0.028134227
11296	0.028134226
11297	0.028134224
11298	0.028134223
11299	0.028134221
11300	0.02813422
11301	0.028134218
11302	0.028134217
11303	0.028134215
11304	0.028134214
11305	0.028134212
11306	0.028134211
11307	0.028134209
11308	0.028134208
11309	0.028134206
11310	0.028134205
11311	0.028134203
11312	0.028134202
11313	0.0281342
11314	0.028134199
11315	0.028134197
11316	0.028134196
11317	0.028134194
11318	0.028134193
11319	0.028134191
11320	0.02813419
11321	0.028134188
11322	0.028134187
11323	0.028134185
11324	0.028134184
11325	0.028134182
11326	0.028134181
11327	0.028134179
11328	0.028134178
11329	0.028134176
11330	0.028134175
11331	0.028134173
11332	0.028134172
11333	0.02813417
11334	0.028134169
11335	0.028134167
11336	0.028134166
11337	0.028134164
11338	0.028134163
11339	0.028134161
11340	0.02813416
11341	0.028134158
11342	0.028134157
11343	0.028134155
11344	0.028134154
11345	0.028134152
11346	0.028134151
11347	0.028134149
11348	0.028134148
11349	0.028134146
11350	0.028134145
11351	0.028134143
11352	0.028134142
11353	0.02813414
11354	0.028134139
11355	0.028134137
11356	0.028134136
11357	0.028134134
11358	0.028134133
11359	0.028134131
11360	0.02813413
11361	0.028134128
11362	0.028134127
11363	0.028134125
11364	0.028134124
11365	0.028134122
11366	0.028134121
11367	0.028134119
11368	0.028134118
11369	0.028134116
11370	0.028134115
11371	0.028134113
11372	0.028134112
11373	0.02813411
11374	0.028134109
11375	0.028134107
11376	0.028134106
11377	0.028134104
11378	0.028134103
11379	0.028134101
11380	0.0281341
11381	0.028134098
11382	0.028134097
11383	0.028134095
11384	0.028134094
11385	0.028134092
11386	0.028134091
11387	0.028134089
11388	0.028134088
11389	0.028134086
11390	0.028134085
11391	0.028134083
11392	0.028134082
11393	0.02813408
11394	0.028134079
11395	0.028134077
11396	0.028134076
11397	0.028134074
11398	0.028134073
11399	0.028134071
11400	0.02813407
11401	0.028134068
11402	0.028134067
11403	0.028134065
11404	0.028134064
11405	0.028134062
11406	0.02813406
11407	0.028134059
11408	0.028134057
11409	0.028134056
11410	0.028134054
11411	0.028134053
11412	0.028134051
11413	0.02813405
11414	0.028134048
11415	0.028134047
11416	0.028134045
11417	0.028134044
11418	0.028134042
11419	0.028134041
11420	0.028134039
11421	0.028134038
11422	0.028134036
11423	0.028134035
11424	0.028134033
11425	0.028134032
11426	0.02813403
11427	0.028134029
11428	0.028134027
11429	0.028134026
11430	0.028134024
11431	0.028134023
11432	0.028134021
11433	0.02813402
11434	0.028134018
11435	0.028134017
11436	0.028134015
11437	0.028134014
11438	0.028134012
11439	0.028134011
11440	0.028134009
11441	0.028134007
11442	0.028134006
11443	0.028134004
11444	0.028134003
11445	0.028134001
11446	0.028134
11447	0.028133998
11448	0.028133997
11449	0.028133995
11450	0.028133994
11451	0.028133992
11452	0.028133991
11453	0.028133989
11454	0.028133988
11455	0.028133986
11456	0.028133985
11457	0.028133983
11458	0.028133982
11459	0.02813398
11460	0.028133979
11461	0.028133977
11462	0.028133976
11463	0.028133974
11464	0.028133973
11465	0.028133971
11466	0.02813397
11467	0.028133968
11468	0.028133966
11469	0.028133965
11470	0.028133963
11471	0.028133962
11472	0.02813396
11473	0.028133959
11474	0.028133957
11475	0.028133956
11476	0.028133954
11477	0.028133953
11478	0.028133951
11479	0.02813395
11480	0.028133948
11481	0.028133947
11482	0.028133945
11483	0.028133944
11484	0.028133942
11485	0.028133941
11486	0.028133939
11487	0.028133938
11488	0.028133936
11489	0.028133935
11490	0.028133933
11491	0.028133931
11492	0.02813393
11493	0.028133928
11494	0.028133927
11495	0.028133925
11496	0.028133924
11497	0.028133922
11498	0.028133921
11499	0.028133919
11500	0.028133918
11501	0.028133916
11502	0.028133915
11503	0.028133913
11504	0.028133912
11505	0.02813391
11506	0.028133909
11507	0.028133907
11508	0.028133906
11509	0.028133904
11510	0.028133902
11511	0.028133901
11512	0.028133899
11513	0.028133898
11514	0.028133896
11515	0.028133895
11516	0.028133893
11517	0.028133892
11518	0.02813389
11519	0.028133889
11520	0.028133887
11521	0.028133886
11522	0.028133884
11523	0.028133883
11524	0.028133881
11525	0.02813388
11526	0.028133878
11527	0.028133876
11528	0.028133875
11529	0.028133873
11530	0.028133872
11531	0.02813387
11532	0.028133869
11533	0.028133867
11534	0.028133866
11535	0.028133864
11536	0.028133863
11537	0.028133861
11538	0.02813386
11539	0.028133858
11540	0.028133857
11541	0.028133855
11542	0.028133853
11543	0.028133852
11544	0.02813385
11545	0.028133849
11546	0.028133847
11547	0.028133846
11548	0.028133844
11549	0.028133843
11550	0.028133841
11551	0.02813384
11552	0.028133838
11553	0.028133837
11554	0.028133835
11555	0.028133834
11556	0.028133832
11557	0.02813383
11558	0.028133829
11559	0.028133827
11560	0.028133826
11561	0.028133824
11562	0.028133823
11563	0.028133821
11564	0.02813382
11565	0.028133818
11566	0.028133817
11567	0.028133815
11568	0.028133814
11569	0.028133812
11570	0.02813381
11571	0.028133809
11572	0.028133807
11573	0.028133806
11574	0.028133804
11575	0.028133803
11576	0.028133801
11577	0.0281338
11578	0.028133798
11579	0.028133797
11580	0.028133795
11581	0.028133794
11582	0.028133792
11583	0.02813379
11584	0.028133789
11585	0.028133787
11586	0.028133786
11587	0.028133784
11588	0.028133783
11589	0.028133781
11590	0.02813378
11591	0.028133778
11592	0.028133777
11593	0.028133775
11594	0.028133774
11595	0.028133772
11596	0.02813377
11597	0.028133769
11598	0.028133767
11599	0.028133766
11600	0.028133764
11601	0.028133763
11602	0.028133761
11603	0.02813376
11604	0.028133758
11605	0.028133757
11606	0.028133755
11607	0.028133753
11608	0.028133752
11609	0.02813375
11610	0.028133749
11611	0.028133747
11612	0.028133746
11613	0.028133744
11614	0.028133743
11615	0.028133741
11616	0.02813374
11617	0.028133738
11618	0.028133736
11619	0.028133735
11620	0.028133733
11621	0.028133732
11622	0.02813373
11623	0.028133729
11624	0.028133727
11625	0.028133726
11626	0.028133724
11627	0.028133723
11628	0.028133721
11629	0.028133719
11630	0.028133718
11631	0.028133716
11632	0.028133715
11633	0.028133713
11634	0.028133712
11635	0.02813371
11636	0.028133709
11637	0.028133707
11638	0.028133706
11639	0.028133704
11640	0.028133702
11641	0.028133701
11642	0.028133699
11643	0.028133698
11644	0.028133696
11645	0.028133695
11646	0.028133693
11647	0.028133692
11648	0.02813369
11649	0.028133688
11650	0.028133687
11651	0.028133685
11652	0.028133684
11653	0.028133682
11654	0.028133681
11655	0.028133679
11656	0.028133678
11657	0.028133676
11658	0.028133675
11659	0.028133673
11660	0.028133671
11661	0.02813367
11662	0.028133668
11663	0.028133667
11664	0.028133665
11665	0.028133664
11666	0.028133662
11667	0.028133661
11668	0.028133659
11669	0.028133657
11670	0.028133656
11671	0.028133654
11672	0.028133653
11673	0.028133651
11674	0.02813365
11675	0.028133648
11676	0.028133647
11677	0.028133645
11678	0.028133643
11679	0.028133642
11680	0.02813364
11681	0.028133639
11682	0.028133637
11683	0.028133636
11684	0.028133634
11685	0.028133633
11686	0.028133631
11687	0.028133629
11688	0.028133628
11689	0.028133626
11690	0.028133625
11691	0.028133623
11692	0.028133622
11693	0.02813362
11694	0.028133619
11695	0.028133617
11696	0.028133615
11697	0.028133614
11698	0.028133612
11699	0.028133611
11700	0.028133609
11701	0.028133608
11702	0.028133606
11703	0.028133605
11704	0.028133603
11705	0.028133601
11706	0.0281336
11707	0.028133598
11708	0.028133597
11709	0.028133595
11710	0.028133594
11711	0.028133592
11712	0.02813359
11713	0.028133589
11714	0.028133587
11715	0.028133586
11716	0.028133584
11717	0.028133583
11718	0.028133581
11719	0.02813358
11720	0.028133578
11721	0.028133576
11722	0.028133575
11723	0.028133573
11724	0.028133572
11725	0.02813357
11726	0.028133569
11727	0.028133567
11728	0.028133565
11729	0.028133564
11730	0.028133562
11731	0.028133561
11732	0.028133559
11733	0.028133558
11734	0.028133556
11735	0.028133555
11736	0.028133553
11737	0.028133551
11738	0.02813355
11739	0.028133548
11740	0.028133547
11741	0.028133545
11742	0.028133544
11743	0.028133542
11744	0.02813354
11745	0.028133539
11746	0.028133537
11747	0.028133536
11748	0.028133534
11749	0.028133533
11750	0.028133531
11751	0.028133529
11752	0.028133528
11753	0.028133526
11754	0.028133525
11755	0.028133523
11756	0.028133522
11757	0.02813352
11758	0.028133518
11759	0.028133517
11760	0.028133515
11761	0.028133514
11762	0.028133512
11763	0.028133511
11764	0.028133509
11765	0.028133508
11766	0.028133506
11767	0.028133504
11768	0.028133503
11769	0.028133501
11770	0.0281335
11771	0.028133498
11772	0.028133497
11773	0.028133495
11774	0.028133493
11775	0.028133492
11776	0.02813349
11777	0.028133489
11778	0.028133487
11779	0.028133486
11780	0.028133484
11781	0.028133482
11782	0.028133481
11783	0.028133479
11784	0.028133478
11785	0.028133476
11786	0.028133475
11787	0.028133473
11788	0.028133471
11789	0.02813347
11790	0.028133468
11791	0.028133467
11792	0.028133465
11793	0.028133463
11794	0.028133462
11795	0.02813346
11796	0.028133459
11797	0.028133457
11798	0.028133456
11799	0.028133454
11800	0.028133452
11801	0.028133451
11802	0.028133449
11803	0.028133448
11804	0.028133446
11805	0.028133445
11806	0.028133443
11807	0.028133441
11808	0.02813344
11809	0.028133438
11810	0.028133437
11811	0.028133435
11812	0.028133434
11813	0.028133432
11814	0.02813343
11815	0.028133429
11816	0.028133427
11817	0.028133426
11818	0.028133424
11819	0.028133422
11820	0.028133421
11821	0.028133419
11822	0.028133418
11823	0.028133416
11824	0.028133415
11825	0.028133413
11826	0.028133411
11827	0.02813341
11828	0.028133408
11829	0.028133407
